0.00000000, -0.50000000,
0.88888900, -0.50000000,
1.77778000, -0.50000000,
2.66667000, -0.50000000,
3.55556000, -0.50000000,
4.44444000, -0.50000000,
5.33333000, -0.50000000,
6.22222000, -0.50000000,
0.00000000, -1.38889000,
0.88888900, -1.38889000,
1.77778000, -1.38889000,
2.66667000, -1.38889000,
3.55556000, -1.38889000,
4.44444000, -1.38889000,
5.33333000, -1.38889000,
6.22222000, -1.38889000,
0.00000000, -2.27778000,
0.88888900, -2.27778000,
1.77778000, -2.27778000,
2.66667000, -2.27778000,
3.55556000, -2.27778000,
4.44444000, -2.27778000,
5.33333000, -2.27778000,
6.22222000, -2.27778000,
0.00000000, -3.16667000,
0.88888900, -3.16667000,
1.77778000, -3.16667000,
2.66667000, -3.16667000,
3.55556000, -3.16667000,
4.44444000, -3.16667000,
5.33333000, -3.16667000,
6.22222000, -3.16667000,
0.00000000, -4.05556000,
0.88888900, -4.05556000,
1.77778000, -4.05556000,
2.66667000, -4.05556000,
3.55556000, -4.05556000,
4.44444000, -4.05556000,
5.33333000, -4.05556000,
6.22222000, -4.05556000,
0.00000000, -4.94444000,
0.88888900, -4.94444000,
1.77778000, -4.94444000,
2.66667000, -4.94444000,
3.55556000, -4.94444000,
4.44444000, -4.94444000,
5.33333000, -4.94444000,
6.22222000, -4.94444000,
0.00000000, -5.83333000,
0.88888900, -5.83333000,
1.77778000, -5.83333000,
2.66667000, -5.83333000,
3.55556000, -5.83333000,
4.44444000, -5.83333000,
5.33333000, -5.83333000,
6.22222000, -5.83333000,
0.00000000, -6.72222000,
0.88888900, -6.72222000,
1.77778000, -6.72222000,
2.66667000, -6.72222000,
3.55556000, -6.72222000,
4.44444000, -6.72222000,
5.33333000, -6.72222000,
6.22222000, -6.72222000,
0.50000000, -0.50000000,
1.38889000, -0.50000000,
2.27778000, -0.50000000,
3.16667000, -0.50000000,
4.05556000, -0.50000000,
4.94444000, -0.50000000,
5.83333000, -0.50000000,
6.72222000, -0.50000000,
0.50000000, -1.38889000,
1.38889000, -1.38889000,
2.27778000, -1.38889000,
3.16667000, -1.38889000,
4.05556000, -1.38889000,
4.94444000, -1.38889000,
5.83333000, -1.38889000,
6.72222000, -1.38889000,
0.50000000, -2.27778000,
1.38889000, -2.27778000,
2.27778000, -2.27778000,
3.16667000, -2.27778000,
4.05556000, -2.27778000,
4.94444000, -2.27778000,
5.83333000, -2.27778000,
6.72222000, -2.27778000,
0.50000000, -3.16667000,
1.38889000, -3.16667000,
2.27778000, -3.16667000,
3.16667000, -3.16667000,
4.05556000, -3.16667000,
4.94444000, -3.16667000,
5.83333000, -3.16667000,
6.72222000, -3.16667000,
0.50000000, -4.05556000,
1.38889000, -4.05556000,
2.27778000, -4.05556000,
3.16667000, -4.05556000,
4.05556000, -4.05556000,
4.94444000, -4.05556000,
5.83333000, -4.05556000,
6.72222000, -4.05556000,
0.50000000, -4.94444000,
1.38889000, -4.94444000,
2.27778000, -4.94444000,
3.16667000, -4.94444000,
4.05556000, -4.94444000,
4.94444000, -4.94444000,
5.83333000, -4.94444000,
6.72222000, -4.94444000,
0.50000000, -5.83333000,
1.38889000, -5.83333000,
2.27778000, -5.83333000,
3.16667000, -5.83333000,
4.05556000, -5.83333000,
4.94444000, -5.83333000,
5.83333000, -5.83333000,
6.72222000, -5.83333000,
0.50000000, -6.72222000,
1.38889000, -6.72222000,
